fill	x	y	xmin	xmax	ymin	ymax
#757575	3.75	3.25	3.625	3.875	3.125	3.375
#333333	3	1.5	2.875	3.125	1.375	1.625
#161616	2.75	1	2.625	2.875	0.875	1.125
#292929	3	1	2.875	3.125	0.875	1.125
#A6A6A6	4	3.5	3.875	4.125	3.375	3.625
#656565	3.75	2.5	3.625	3.875	2.375	2.625
#B2B2B2	4.5	4.5	4.375	4.625	4.375	4.625
#D8D8D8	4.25	4	4.125	4.375	3.875	4.125
#6A6A6A	3.75	2.75	3.625	3.875	2.625	2.875
#3B3B3B	3.5	2	3.375	3.625	1.875	2.125
#797979	4	3	3.875	4.125	2.875	3.125
#141414	1.5	0	1.375	1.625	-0.125	0.125
#6A6A6A	3.75	3	3.625	3.875	2.875	3.125
#000000	2	0	1.875	2.125	-0.125	0.125
#717171	3.25	1	3.125	3.375	0.875	1.125
#373737	3.25	1.5	3.125	3.375	1.375	1.625
#6A6A6A	4	3.25	3.875	4.125	3.125	3.375
#949494	3.5	2.75	3.375	3.625	2.625	2.875
#0D0D0D	1.75	0	1.625	1.875	-0.125	0.125
#4C4C4C	3.5	2.25	3.375	3.625	2.125	2.375
#676767	3.5	2.5	3.375	3.625	2.375	2.625
#282828	3.25	2	3.125	3.375	1.875	2.125
#949494	3.75	2.25	3.625	3.875	2.125	2.375
#676767	3	0	2.875	3.125	-0.125	0.125
#373737	2.75	1.5	2.625	2.875	1.375	1.625
#FFFFFF	4.25	3.75	4.125	4.375	3.625	3.875
#393939	3	2	2.875	3.125	1.875	2.125
#D8D8D8	3.25	0	3.125	3.375	-0.125	0.125
#1E1E1E	2.5	0	2.375	2.625	-0.125	0.125
#797979	3.25	2.25	3.125	3.375	2.125	2.375
#FFFFFF	4.25	3.5	4.125	4.375	3.375	3.625
#FFFFFF	4.25	3.25	4.125	4.375	3.125	3.375
#FFFFFF	3.75	3.5	3.625	3.875	3.375	3.625
#828282	2.25	2	2.125	2.375	1.875	2.125
#949494	3.5	1.5	3.375	3.625	1.375	1.625
#0C0C0C	2.25	0	2.125	2.375	-0.125	0.125
#3B3B3B	1.75	1	1.625	1.875	0.875	1.125
#0D0D0D	2.5	1	2.375	2.625	0.875	1.125
#C1C1C1	4	2.75	3.875	4.125	2.625	2.875
#242424	2	1	1.875	2.125	0.875	1.125
#171717	2.25	1	2.125	2.375	0.875	1.125
#424242	2.75	2	2.625	2.875	1.875	2.125
#D8D8D8	4	3.75	3.875	4.125	3.625	3.875
#3F3F3F	2.75	0	2.625	2.875	-0.125	0.125
#2B2B2B	1.25	0	1.125	1.375	-0.125	0.125
#535353	2.5	1.5	2.375	2.625	1.375	1.625
#7D7D7D	2.5	2	2.375	2.625	1.875	2.125
#484848	1.5	1	1.375	1.625	0.875	1.125
#4B4B4B	1	0	0.875	1.125	-0.125	0.125
#FFFFFF	3	2.25	2.875	3.125	2.125	2.375
#B2B2B2	1.75	1.5	1.625	1.875	1.375	1.625
#626262	2.25	1.5	2.125	2.375	1.375	1.625
#FFFFFF	3.75	2	3.625	3.875	1.875	2.125
#D8D8D8	3.5	3	3.375	3.625	2.875	3.125
#B2B2B2	1.75	2	1.625	1.875	1.875	2.125
#7D7D7D	0.75	0	0.625	0.875	-0.125	0.125
#828282	2	1.5	1.875	2.125	1.375	1.625
#7D7D7D	2	2	1.875	2.125	1.875	2.125
#FFFFFF	1	1	0.875	1.125	0.875	1.125
#A6A6A6	0.5	0	0.375	0.625	-0.125	0.125
#FFFFFF	1.25	2	1.125	1.375	1.875	2.125
#878787	1.25	1	1.125	1.375	0.875	1.125
#FFFFFF	0	0	-0.125	0.125	-0.125	0.125
