fill	x	y	xmin	xmax	ymin	ymax
#969696	-1.25	20	-1.375	-1.125	17.5	22.5
#6D6D6D	-1	10	-1.125	-0.875	7.5	12.5
#E5E5E5	-2	25	-2.125	-1.875	22.5	27.5
#FFFFFF	-2.5	35	-2.625	-2.375	32.5	37.5
#FFFFFF	-2.75	30	-2.875	-2.625	27.5	32.5
#EFEFEF	-3	25	-3.125	-2.875	22.5	27.5
#D5D5D5	-3	20	-3.125	-2.875	17.5	22.5
#A1A1A1	-2.25	10	-2.375	-2.125	7.5	12.5
#9B9B9B	-2	10	-2.125	-1.875	7.5	12.5
#B0B0B0	-2.5	10	-2.625	-2.375	7.5	12.5
#4F4F4F	-1.25	5	-1.375	-1.125	2.5	7.5
#4D4D4D	-1	5	-1.125	-0.875	2.5	7.5
#0F0F0F	-0.75	0	-0.875	-0.625	-2.5	2.5
#070707	-0.5	0	-0.625	-0.375	-2.5	2.5
#4C4C4C	-0.75	5	-0.875	-0.625	2.5	7.5
#565656	-1.75	5	-1.875	-1.625	2.5	7.5
#515151	-1.5	5	-1.625	-1.375	2.5	7.5
#1B1B1B	-1.25	0	-1.375	-1.125	-2.5	2.5
#070707	-0.25	0	-0.375	-0.125	-2.5	2.5
#0B0B0B	0.75	0	0.625	0.875	-2.5	2.5
#141414	-1	0	-1.125	-0.875	-2.5	2.5
#020202	0.25	0	0.125	0.375	-2.5	2.5
#434343	1.75	5	1.625	1.875	2.5	7.5
#111111	1	0	0.875	1.125	-2.5	2.5
#414141	1.25	5	1.125	1.375	2.5	7.5
#404040	1.5	5	1.375	1.625	2.5	7.5
#171717	1.25	0	1.125	1.375	-2.5	2.5
#050505	0.5	0	0.375	0.625	-2.5	2.5
#000000	0	0	-0.125	0.125	-2.5	2.5
#1C1C1C	-1.5	0	-1.625	-1.375	-2.5	2.5
#262626	-2	0	-2.125	-1.875	-2.5	2.5
#313131	-2.5	0	-2.625	-2.375	-2.5	2.5
#3C3C3C	-3	0	-3.125	-2.875	-2.5	2.5
#292929	-1.75	0	-1.875	-1.625	-2.5	2.5
#373737	-2.25	0	-2.375	-2.125	-2.5	2.5
#4A4A4A	-4	0	-4.125	-3.875	-2.5	2.5
#373737	-2.75	0	-2.875	-2.625	-2.5	2.5
#5B5B5B	-4.5	0	-4.625	-4.375	-2.5	2.5
#424242	-3.75	0	-3.875	-3.625	-2.5	2.5
#484848	-3.5	0	-3.625	-3.375	-2.5	2.5
#7A7A7A	-4.5	5	-4.625	-4.375	2.5	7.5
#535353	-4.25	0	-4.375	-4.125	-2.5	2.5
#444444	-3.25	0	-3.375	-3.125	-2.5	2.5
#1D1D1D	1.5	0	1.375	1.625	-2.5	2.5
#666666	-4.75	5	-4.875	-4.625	2.5	7.5
#828282	-5.25	5	-5.375	-5.125	2.5	7.5
#242424	1.75	0	1.625	1.875	-2.5	2.5
#3A3A3A	2.75	0	2.625	2.875	-2.5	2.5
